date,gender,age,address,famsize,Pstatus,M_Edu,F_Edu,M_Job,F_Job,relationship,smoker,tuition_fee,time_friends,ssc_result,hsc_result
29/04/2018,F,17.0,Rural,LE3,Together,2,2,Teacher,Business,Yes,No,64030.0,5,5.0,4.14
29/04/2018,M,17.0,Rural,LE3,Together,1,4,Other,Teacher,No,No,74067.0,2,3.39,3.11
29/04/2018,F,18.0,Rural,GT3,Together,3,2,At_home,Health,No,No,45207.0,2,3.46,3.07
29/04/2018,F,19.0,Rural,GT3,Together,3,2,Teacher,Business,No,No,50897.0,3,4.32,3.72
29/04/2018,F,19.0,Rural,GT3,Together,2,0,Other,Services,No,No,61639.0,2,3.7,3.05
29/04/2018,F,,Urban,GT3,Together,0,2,At_home,Farmer,No,No,67792.0,1,3.19,2.73
29/04/2018,F,19.0,Urban,LE3,Together,1,3,Teacher,Business,No,No,70420.0,4,3.57,2.87
29/04/2018,M,17.0,Urban,LE3,Together,1,1,At_home,Teacher,No,No,99224.0,1,2.88,2.58
29/04/2018,F,19.0,Rural,GT3,Together,3,2,At_home,Health,No,No,59198.0,1,3.82,3.52
29/04/2018,F,18.0,Urban,GT3,Together,0,3,Health,Teacher,No,Yes,100608.0,5,3.91,3.07
29/04/2018,M,17.0,Rural,LE3,Together,3,3,Services,Farmer,No,No,57415.0,4,4.51,3.89
29/04/2018,M,17.0,,GT3,Together,2,3,Health,Farmer,No,No,115407.0,5,4.57,4.0
29/04/2018,M,18.0,Urban,GT3,Together,3,2,At_home,Teacher,No,No,97875.0,2,3.59,3.37
29/04/2018,F,17.0,Rural,GT3,Together,2,2,Other,Business,No,Yes,39975.0,2,5.0,4.57
29/04/2018,F,19.0,Rural,GT3,Together,2,4,Teacher,Business,No,Yes,61461.0,4,3.1,2.77
29/04/2018,M,19.0,Urban,LE3,Together,2,4,Services,Health,No,No,96331.0,3,2.89,2.41
29/04/2018,F,17.0,Urban,GT3,Together,3,4,Teacher,Health,No,No,96893.0,2,2.99,2.64
29/04/2018,M,19.0,Rural,GT3,Together,2,2,Other,Services,No,No,53243.0,1,3.04,2.65
29/04/2018,F,17.0,Urban,LE3,Together,2,3,Services,Services,No,No,90535.0,4,4.29,3.47
29/04/2018,F,18.0,Urban,GT3,Together,2,3,Health,Health,Yes,Yes,80061.0,4,4.89,4.24
29/04/2018,F,17.0,Rural,LE3,Apart,0,0,At_home,Services,No,No,26858.0,2,4.92,4.21
29/04/2018,M,18.0,Urban,GT3,Together,2,4,Other,Teacher,No,No,100489.0,2,2.58,2.43
29/04/2018,M,19.0,Rural,GT3,Together,4,3,At_home,Business,No,No,58678.0,5,4.36,3.7
29/04/2018,M,18.0,,LE3,Together,0,1,At_home,Services,No,No,99833.0,5,4.79,4.24
29/04/2018,M,19.0,Urban,GT3,Together,1,0,,Services,Yes,No,89350.0,1,4.45,3.41
29/04/2018,F,17.0,Urban,GT3,Together,1,4,,Teacher,No,No,83346.0,4,3.39,2.78
29/04/2018,F,19.0,Urban,GT3,Together,2,0,At_home,Farmer,No,No,81773.0,3,3.91,3.17
29/04/2018,F,17.0,Urban,GT3,Together,0,0,Health,Health,No,No,94465.0,3,3.18,2.58
29/04/2018,F,,Urban,GT3,Together,2,2,Services,Teacher,No,No,84788.0,4,4.29,3.52
29/04/2018,F,18.0,Rural,LE3,Together,0,1,Other,Farmer,No,No,57343.0,1,2.85,2.61
29/04/2018,F,18.0,Urban,LE3,Together,0,4,Teacher,Teacher,No,No,102210.0,5,4.25,3.45
29/04/2018,F,18.0,Rural,LE3,Together,3,2,Other,Business,No,Yes,49247.0,5,3.34,2.63
29/04/2018,F,18.0,Rural,GT3,Together,1,2,Teacher,Teacher,Yes,No,71983.0,5,4.04,3.08
29/04/2018,M,19.0,Rural,GT3,Together,4,4,Services,Teacher,Yes,No,80972.0,3,3.64,3.04
29/04/2018,M,19.0,Urban,GT3,Together,0,2,Health,Business,No,Yes,81959.0,3,3.57,3.05
29/04/2018,M,19.0,Rural,LE3,Together,2,2,At_home,Health,Yes,No,58807.0,1,4.42,3.66
29/04/2018,F,17.0,Urban,GT3,Together,0,3,Other,Farmer,Yes,No,99133.0,3,4.79,3.93
29/04/2018,F,19.0,Urban,GT3,Together,1,2,Teacher,Services,Yes,No,94218.0,2,3.24,2.63
29/04/2018,M,19.0,,LE3,Together,4,2,Services,Health,No,No,66734.0,3,3.92,3.31
29/04/2018,F,19.0,Rural,GT3,Together,3,3,At_home,Teacher,No,No,62828.0,5,3.09,2.43
29/04/2018,F,18.0,Rural,GT3,Apart,0,4,Services,Services,No,No,42400.0,1,3.5,3.08
29/04/2018,M,19.0,Urban,LE3,Apart,2,3,Health,Business,Yes,No,95002.0,4,3.33,2.62
29/04/2018,M,17.0,Rural,LE3,Together,2,4,At_home,Health,No,No,67793.0,4,2.98,2.51
29/04/2018,F,18.0,Urban,GT3,Together,1,3,At_home,Farmer,No,No,106492.0,1,4.49,3.95
29/04/2018,M,17.0,Rural,GT3,Together,0,3,At_home,Health,Yes,No,57217.0,2,3.87,3.07
29/04/2018,F,19.0,Urban,LE3,Together,4,4,Teacher,Health,No,No,121226.0,4,3.44,3.02
29/04/2018,M,18.0,Rural,GT3,Together,4,0,At_home,Services,No,No,72932.0,5,3.76,2.99
29/04/2018,F,17.0,Rural,GT3,Together,4,2,,Business,No,No,,4,4.58,4.24
29/04/2018,F,19.0,Rural,GT3,Together,3,3,Teacher,Business,No,No,70875.0,4,4.47,3.8
29/04/2018,F,17.0,Rural,GT3,Together,2,2,At_home,Health,No,No,60046.0,5,4.16,3.61
29/04/2018,F,17.0,Rural,GT3,Together,1,1,Services,Business,Yes,No,53664.0,3,3.36,2.55
29/04/2018,M,17.0,Urban,GT3,Together,1,2,Services,Services,No,No,94453.0,2,3.88,3.34
29/04/2018,M,19.0,Urban,GT3,Together,0,2,Other,Services,No,Yes,69746.0,5,3.09,2.54
29/04/2018,M,19.0,Urban,GT3,Together,2,2,Services,Farmer,No,No,98973.0,5,3.74,3.1
29/04/2018,F,17.0,Rural,LE3,Together,3,4,Health,Business,No,No,53217.0,1,4.44,4.01
29/04/2018,F,18.0,Rural,LE3,Together,3,4,At_home,Farmer,No,No,63362.0,2,4.56,4.33
29/04/2018,F,18.0,Rural,LE3,Together,4,3,At_home,Teacher,No,No,86835.0,3,3.38,3.03
29/04/2018,M,19.0,Urban,GT3,Together,3,4,At_home,Services,No,No,89133.0,5,4.34,3.7
29/04/2018,M,19.0,Urban,GT3,Together,4,2,Services,Health,No,No,120809.0,3,4.21,3.64
29/04/2018,M,19.0,Rural,GT3,Together,1,2,Services,Services,No,Yes,70533.0,5,3.64,3.0
29/04/2018,M,19.0,Rural,LE3,Together,3,2,At_home,Teacher,No,No,45404.0,5,4.28,3.53
29/04/2018,F,19.0,Rural,GT3,Apart,2,3,Teacher,Health,No,No,68339.0,1,4.6,4.18
29/04/2018,M,18.0,Rural,GT3,Together,1,1,Teacher,Business,Yes,No,58725.0,4,4.35,3.63
29/04/2018,M,19.0,Urban,LE3,Together,4,2,Health,Business,No,No,93796.0,2,3.12,2.88
29/04/2018,F,17.0,Rural,GT3,Together,3,3,Other,Services,No,No,61364.0,1,3.62,3.15
29/04/2018,M,17.0,Rural,GT3,Apart,0,2,Health,Health,Yes,No,66341.0,3,4.06,3.17
29/04/2018,M,18.0,Urban,LE3,Together,0,4,At_home,Health,No,No,66236.0,5,3.28,2.58
29/04/2018,F,17.0,Urban,LE3,Together,2,3,At_home,Farmer,No,No,77380.0,5,4.81,4.18
29/04/2018,M,18.0,Urban,GT3,Together,2,1,At_home,Teacher,No,No,114945.0,2,4.0,3.5
29/04/2018,F,18.0,Rural,LE3,Together,4,2,Other,Business,No,No,59538.0,1,3.51,3.12
29/04/2018,F,17.0,Rural,GT3,Together,1,3,Services,Services,No,No,41971.0,1,3.46,3.27
29/04/2018,F,19.0,Rural,LE3,Together,0,2,Other,Health,No,No,68065.0,3,3.35,2.54
29/04/2018,M,17.0,Rural,GT3,Together,1,0,Health,Business,No,No,64285.0,1,4.26,3.6
29/04/2018,F,17.0,Rural,GT3,Together,0,2,Services,Services,No,Yes,42917.0,1,4.34,3.55
29/04/2018,M,18.0,Urban,GT3,Together,0,4,Services,Business,No,No,103655.0,4,3.37,2.82
29/04/2018,M,17.0,Rural,LE3,Together,4,2,Health,Services,Yes,No,56486.0,2,4.76,4.32
29/04/2018,M,18.0,Rural,GT3,Together,1,4,Services,Business,Yes,No,67410.0,1,3.55,3.12
29/04/2018,F,19.0,Rural,GT3,Together,2,4,Teacher,Farmer,No,No,60446.0,3,3.28,2.7
29/04/2018,M,19.0,Rural,GT3,Together,0,1,Health,Teacher,Yes,No,46703.0,5,4.11,3.14
29/04/2018,M,19.0,Rural,LE3,Together,1,3,Health,Business,No,No,74191.0,1,3.02,2.56
29/04/2018,F,17.0,Urban,GT3,Together,3,2,Teacher,Teacher,No,No,91399.0,1,2.91,2.62
29/04/2018,M,18.0,Rural,GT3,Apart,2,1,Other,Business,No,No,73829.0,5,3.18,2.47
29/04/2018,M,19.0,Urban,GT3,Together,3,3,Other,Health,Yes,No,92685.0,4,3.29,2.49
29/04/2018,M,18.0,Urban,GT3,Together,2,3,Other,Farmer,Yes,No,97241.0,2,4.29,3.66
29/04/2018,M,18.0,Urban,GT3,Together,1,1,Services,Farmer,Yes,Yes,74487.0,4,2.96,2.17
29/04/2018,M,19.0,Urban,GT3,Apart,2,4,Teacher,Teacher,No,No,87018.0,3,4.04,3.6
29/04/2018,M,19.0,Urban,GT3,Together,1,3,Health,Health,No,No,100825.0,1,4.35,3.91
29/04/2018,F,18.0,Rural,GT3,Together,3,4,Health,Services,Yes,No,,4,4.74,4.33
29/04/2018,M,19.0,Rural,LE3,Together,1,2,Health,Farmer,No,No,47684.0,2,3.48,2.9
29/04/2018,M,18.0,Urban,GT3,Together,2,4,Services,Health,No,No,118118.0,3,3.53,2.95
29/04/2018,F,18.0,Urban,GT3,Apart,0,2,Services,Health,No,Yes,79410.0,4,5.0,4.48
29/04/2018,M,19.0,Urban,LE3,Together,2,0,Other,Teacher,Yes,No,,1,4.68,4.11
29/04/2018,F,17.0,Urban,GT3,Together,4,3,Services,Health,No,No,103913.0,2,3.62,3.4
29/04/2018,M,19.0,Urban,LE3,Together,2,3,Other,Health,No,No,111028.0,1,4.55,4.12
29/04/2018,M,17.0,Rural,GT3,Together,2,2,Other,Services,No,No,52711.0,1,3.96,3.55
29/04/2018,M,18.0,Urban,GT3,Together,4,2,Health,Teacher,Yes,No,109967.0,3,3.81,3.15
29/04/2018,M,18.0,Rural,GT3,Together,2,0,Services,Teacher,Yes,No,71023.0,2,5.0,4.31
29/04/2018,M,17.0,Urban,LE3,Apart,1,3,Other,Health,No,No,106005.0,5,4.5,3.9
29/04/2018,M,,Rural,GT3,Together,1,2,Teacher,Services,Yes,No,56622.0,1,5.0,4.28
29/04/2018,M,17.0,Rural,GT3,Together,3,2,Teacher,Business,No,No,49497.0,2,3.11,2.8
29/04/2018,M,17.0,Rural,LE3,Together,3,2,Services,Farmer,No,No,56350.0,1,4.97,4.57
29/04/2018,M,18.0,Rural,GT3,Apart,1,4,Health,Teacher,No,No,52696.0,4,3.7,3.13
29/04/2018,M,17.0,Urban,GT3,Together,1,3,Health,Services,No,No,97470.0,4,3.69,3.29
29/04/2018,M,19.0,Urban,GT3,Together,4,3,Other,Services,No,No,115889.0,2,4.05,3.54
29/04/2018,M,19.0,,LE3,Together,0,4,Services,Health,No,No,35224.0,3,4.13,3.45
29/04/2018,F,18.0,Urban,GT3,Together,2,2,Teacher,Farmer,No,Yes,116724.0,5,4.49,3.66
29/04/2018,M,18.0,Rural,GT3,Together,0,0,Other,Teacher,No,No,30465.0,4,4.37,3.43
29/04/2018,F,17.0,Urban,GT3,Apart,3,0,Other,Business,No,No,96882.0,3,3.38,2.77
29/04/2018,F,17.0,Urban,GT3,Together,0,3,At_home,Health,No,No,97203.0,5,3.15,2.58
29/04/2018,M,17.0,Rural,LE3,Together,2,1,Services,Teacher,No,No,62944.0,4,3.68,3.17
29/04/2018,F,17.0,Rural,LE3,Together,0,2,Other,Teacher,No,No,54837.0,5,3.79,3.02
29/04/2018,F,19.0,Rural,LE3,Together,2,1,,Services,Yes,No,37944.0,1,3.86,3.28
29/04/2018,M,19.0,Urban,LE3,Together,3,1,At_home,Farmer,No,No,104336.0,2,4.69,4.26
29/04/2018,M,18.0,Rural,GT3,Together,1,2,Teacher,Business,Yes,No,68624.0,4,3.92,3.04
29/04/2018,F,17.0,Urban,GT3,Apart,2,4,Health,Farmer,No,No,119764.0,4,5.0,4.45
29/04/2018,F,17.0,Urban,LE3,Together,2,3,At_home,Services,No,No,106796.0,1,4.74,4.33
29/04/2018,M,18.0,Rural,GT3,Together,1,4,At_home,Business,Yes,No,58789.0,4,3.6,3.02
29/04/2018,M,17.0,Urban,GT3,Together,3,4,Other,Business,Yes,No,104222.0,4,2.65,2.08
29/04/2018,M,17.0,Urban,LE3,Together,1,1,Health,Health,No,No,108845.0,4,5.0,4.41
29/04/2018,M,17.0,Urban,GT3,Together,3,2,Other,Business,No,No,80135.0,4,3.62,2.94
29/04/2018,F,17.0,Urban,LE3,Together,1,3,Services,Teacher,No,No,85773.0,4,4.4,3.67
29/04/2018,M,17.0,Urban,GT3,Together,1,4,Teacher,Farmer,No,No,112060.0,3,3.37,2.88
29/04/2018,M,18.0,Urban,GT3,Together,1,2,Teacher,Farmer,No,No,96447.0,4,4.84,4.14
29/04/2018,F,17.0,Urban,GT3,Apart,2,4,Other,Health,Yes,No,79033.0,1,4.35,3.69
29/04/2018,M,18.0,Urban,GT3,Together,2,0,Teacher,Business,No,Yes,95497.0,4,3.09,2.34
29/04/2018,M,17.0,Rural,LE3,Together,3,1,Teacher,Services,No,No,54178.0,5,2.53,2.01
29/04/2018,F,19.0,Urban,GT3,Together,1,3,Services,Teacher,No,No,76546.0,5,3.92,2.98
29/04/2018,F,,Urban,GT3,Together,0,2,Health,Health,Yes,No,73396.0,1,4.12,3.37
29/04/2018,M,19.0,Urban,GT3,Together,3,1,At_home,Business,No,No,100978.0,3,4.3,3.71
29/04/2018,M,19.0,Rural,GT3,Together,3,2,Other,Services,No,No,83331.0,1,3.29,2.93
29/04/2018,M,18.0,Rural,GT3,Together,0,0,Other,Business,No,No,37882.0,3,3.38,2.61
29/04/2018,M,18.0,Rural,LE3,Together,2,3,Services,Health,No,No,51945.0,2,2.57,2.19
29/04/2018,M,17.0,,GT3,Together,1,4,Services,Services,Yes,Yes,51784.0,5,3.44,2.82
29/04/2018,M,19.0,Rural,LE3,Together,3,4,At_home,Services,No,No,43314.0,5,2.74,2.33
29/04/2018,M,18.0,Rural,LE3,Together,3,3,Health,Services,Yes,No,58595.0,5,3.34,2.73
29/04/2018,M,17.0,Rural,GT3,Together,3,2,Other,Services,No,No,58755.0,3,4.01,3.54
29/04/2018,M,17.0,Urban,GT3,Together,3,2,Services,Business,No,No,112311.0,1,4.0,3.49
29/04/2018,M,18.0,Urban,LE3,Together,1,1,Other,Services,No,No,,3,3.36,2.64
29/04/2018,M,19.0,Urban,GT3,Together,3,2,Teacher,Business,Yes,No,115449.0,5,3.98,3.21
29/04/2018,M,17.0,Rural,GT3,Together,2,1,Other,Services,No,No,70574.0,5,4.76,4.01
29/04/2018,M,19.0,Rural,GT3,Together,0,4,Health,Services,No,No,69729.0,5,3.62,2.87
29/04/2018,F,19.0,Rural,LE3,Together,2,4,Health,Health,No,No,53639.0,5,2.97,2.48
29/04/2018,F,19.0,Urban,LE3,Apart,4,2,Other,Business,Yes,No,116023.0,2,4.31,3.6
29/04/2018,F,17.0,Rural,LE3,Together,3,3,Teacher,Business,No,No,49092.0,5,4.51,3.75
29/04/2018,F,19.0,Urban,GT3,Together,0,1,Health,Farmer,No,No,71382.0,3,3.35,2.56
29/04/2018,M,17.0,Urban,GT3,Together,3,3,Services,Health,No,No,122710.0,5,3.35,2.91
29/04/2018,M,19.0,Rural,GT3,Together,3,3,Other,Business,No,No,43159.0,4,2.51,2.12
29/04/2018,M,17.0,Rural,GT3,Together,1,2,Teacher,Health,No,No,35656.0,2,3.5,3.06
29/04/2018,F,19.0,Urban,GT3,Apart,2,1,Services,Health,Yes,No,76452.0,5,3.2,2.29
29/04/2018,F,18.0,Rural,LE3,Together,3,4,Other,Health,No,No,82203.0,4,2.81,2.3
29/04/2018,M,19.0,Urban,LE3,Together,2,3,Teacher,Teacher,No,No,93706.0,3,3.56,3.13
29/04/2018,M,19.0,Rural,GT3,Together,0,4,Services,Business,No,Yes,34862.0,2,3.8,3.43
29/04/2018,M,17.0,Urban,GT3,Together,3,4,Health,Health,No,No,90219.0,5,3.68,3.0
29/04/2018,M,17.0,Urban,GT3,Apart,4,4,Other,Teacher,No,No,108481.0,3,3.59,3.31
29/04/2018,F,19.0,Urban,GT3,Together,2,1,Other,Teacher,No,No,109536.0,4,4.79,4.08
29/04/2018,F,18.0,Urban,LE3,Together,3,0,Health,Services,No,No,86096.0,2,4.0,3.2
29/04/2018,M,18.0,Urban,LE3,Together,1,2,At_home,Services,No,No,107953.0,5,4.22,3.48
29/04/2018,F,17.0,Rural,GT3,Together,1,1,Services,Business,No,No,41855.0,3,4.98,4.27
29/04/2018,F,18.0,Rural,GT3,Together,2,2,Health,Services,No,No,78262.0,2,4.44,3.67
29/04/2018,M,19.0,Rural,GT3,Together,1,3,Other,Business,No,No,44460.0,4,3.62,2.85
29/04/2018,M,17.0,Urban,GT3,Together,3,2,Services,Teacher,No,Yes,113937.0,5,2.6,2.07
29/04/2018,M,19.0,Rural,GT3,Together,0,1,Services,Teacher,Yes,No,46094.0,2,3.56,2.59
29/04/2018,M,17.0,Urban,GT3,Together,2,4,At_home,Business,No,No,114358.0,4,4.75,4.36
29/04/2018,M,17.0,Urban,GT3,Together,1,0,Other,Services,No,No,97924.0,4,4.44,3.63
29/04/2018,M,17.0,Rural,LE3,Together,4,2,Teacher,Services,No,Yes,62789.0,3,3.56,3.14
29/04/2018,M,17.0,Rural,GT3,Together,1,3,At_home,Business,No,No,30123.0,4,3.75,3.25
29/04/2018,M,18.0,Urban,GT3,Together,0,3,At_home,Farmer,Yes,No,70909.0,4,3.88,3.14
29/04/2018,F,19.0,Urban,GT3,Together,1,2,Teacher,Services,Yes,Yes,101854.0,1,3.4,2.69
29/04/2018,M,19.0,Rural,GT3,Together,3,0,Teacher,Health,No,No,43896.0,4,3.44,2.88
29/04/2018,M,19.0,Urban,GT3,Together,1,3,At_home,Services,Yes,No,110834.0,5,3.38,2.72
29/04/2018,M,17.0,Rural,GT3,Apart,1,0,Services,Farmer,No,No,72141.0,2,4.12,3.52
29/04/2018,F,18.0,Rural,GT3,Together,0,1,Health,Teacher,No,Yes,42111.0,5,3.11,2.49
29/04/2018,M,19.0,Urban,GT3,Together,3,3,Health,Teacher,No,No,,5,4.74,4.2
29/04/2018,M,18.0,Urban,LE3,Together,0,2,At_home,Teacher,No,No,109844.0,3,3.8,3.05
29/04/2018,F,17.0,Urban,GT3,Apart,1,2,Services,Services,No,No,94099.0,1,3.08,2.65
29/04/2018,F,19.0,Rural,LE3,Together,1,2,Teacher,Teacher,Yes,No,,1,4.47,3.63
29/04/2018,F,18.0,Rural,GT3,Together,2,4,At_home,Farmer,No,No,78335.0,5,4.78,4.37
29/04/2018,M,17.0,Rural,GT3,Together,3,4,Other,Farmer,Yes,No,55029.0,2,5.0,4.53
29/04/2018,M,18.0,Rural,GT3,Together,2,2,Services,Services,Yes,Yes,66811.0,1,4.69,4.29
29/04/2018,F,19.0,Rural,GT3,Together,4,1,Other,Health,No,No,60793.0,1,3.23,2.71
29/04/2018,F,19.0,Rural,LE3,Together,4,2,Other,Services,No,No,86318.0,5,3.94,3.24
29/04/2018,F,17.0,Rural,LE3,Together,1,1,At_home,Teacher,Yes,No,50126.0,1,5.0,4.25
29/04/2018,F,17.0,Rural,LE3,Together,3,2,Services,Services,No,No,59228.0,3,3.29,2.62
29/04/2018,M,17.0,Rural,LE3,Together,3,3,Other,Farmer,Yes,Yes,58595.0,5,2.97,2.35
29/04/2018,F,18.0,Rural,GT3,Together,3,2,Services,Services,No,No,40972.0,1,3.55,3.03
29/04/2018,M,18.0,Rural,GT3,Together,2,2,Health,Services,Yes,No,35360.0,1,3.14,2.57
29/04/2018,M,18.0,Urban,GT3,Together,2,1,Other,Health,No,No,77632.0,1,3.41,2.84
29/04/2018,M,17.0,Rural,LE3,Together,2,2,Other,Farmer,Yes,No,70958.0,5,3.37,2.53
29/04/2018,M,19.0,Urban,LE3,Together,3,2,,Business,No,No,117716.0,2,4.27,3.78
29/04/2018,M,19.0,Urban,GT3,Together,1,2,Health,Business,No,No,85346.0,4,2.96,2.28
29/04/2018,M,18.0,Urban,LE3,Together,1,3,Other,Farmer,No,Yes,88008.0,1,3.89,3.35
29/04/2018,F,18.0,Rural,GT3,Together,1,3,At_home,Business,No,No,42120.0,4,3.3,2.79
29/04/2018,M,19.0,Rural,GT3,Together,1,2,Services,Teacher,No,No,60283.0,4,4.16,3.5
29/04/2018,F,19.0,Urban,GT3,Together,2,2,Services,Business,No,No,82818.0,1,4.23,3.65
29/04/2018,M,18.0,Rural,GT3,Together,0,1,Other,Teacher,No,No,30119.0,1,4.38,3.74
29/04/2018,M,18.0,Rural,LE3,Together,1,0,Health,Farmer,No,No,60579.0,4,4.38,3.62
29/04/2018,M,19.0,Urban,GT3,Together,4,3,Other,Business,No,No,114837.0,2,3.4,2.92
29/04/2018,M,17.0,Rural,GT3,Together,2,1,Teacher,Business,Yes,No,35975.0,4,3.8,2.87
29/04/2018,M,18.0,Rural,GT3,Together,3,3,Other,Teacher,No,No,56265.0,2,4.76,4.37
29/04/2018,M,19.0,,GT3,Together,0,3,Teacher,Teacher,No,No,29318.0,3,4.09,3.47
29/04/2018,M,19.0,Rural,GT3,Together,1,4,At_home,Services,Yes,No,,2,4.38,3.68
29/04/2018,F,19.0,Rural,GT3,Apart,3,4,Services,Health,No,No,81515.0,5,3.01,2.55
29/04/2018,M,19.0,Urban,GT3,Together,3,0,Services,Business,No,No,123069.0,1,4.42,3.69
29/04/2018,F,17.0,Urban,GT3,Together,1,4,Health,Health,No,No,83134.0,3,2.57,2.31
29/04/2018,M,19.0,Urban,GT3,Together,4,3,Other,Health,No,No,124432.0,4,2.81,2.37
29/04/2018,F,18.0,Rural,LE3,Together,4,3,At_home,Business,No,No,55841.0,2,3.22,2.87
29/04/2018,F,17.0,Urban,GT3,Together,4,0,Teacher,Teacher,No,No,111135.0,3,4.08,3.47
29/04/2018,F,19.0,Urban,GT3,Together,2,4,Health,Services,No,No,87427.0,5,4.19,3.74
29/04/2018,M,17.0,Rural,GT3,Together,1,1,At_home,Farmer,Yes,No,70251.0,2,3.27,2.51
29/04/2018,M,18.0,Rural,GT3,Together,2,4,At_home,Business,No,No,69131.0,4,2.55,2.08
29/04/2018,M,19.0,Rural,GT3,Together,2,0,Teacher,Business,Yes,No,71727.0,4,4.42,3.4
29/04/2018,F,18.0,Urban,LE3,Together,0,3,Teacher,Farmer,No,No,90165.0,2,4.18,3.69
29/04/2018,F,19.0,Urban,LE3,Together,3,2,Services,Health,No,No,81749.0,5,4.08,3.39
29/04/2018,F,19.0,Urban,LE3,Together,0,1,Other,Services,No,Yes,98308.0,1,5.0,4.53
29/04/2018,M,19.0,Urban,GT3,Together,2,1,Health,Health,No,No,82634.0,1,3.9,3.47
29/04/2018,F,19.0,Urban,GT3,Together,1,2,Other,Farmer,No,No,80614.0,4,3.16,2.7
29/04/2018,F,19.0,Rural,LE3,Together,3,1,Health,Farmer,No,No,64866.0,5,4.66,3.99
29/04/2018,M,17.0,Rural,GT3,Together,1,2,At_home,Services,Yes,No,40282.0,4,3.54,2.8
29/04/2018,M,19.0,Urban,GT3,Together,3,3,Teacher,Farmer,No,No,100319.0,1,3.73,3.49
29/04/2018,F,19.0,Rural,LE3,Together,2,4,Teacher,Farmer,No,No,71726.0,4,3.45,2.96
29/04/2018,F,17.0,Rural,GT3,Together,3,3,At_home,Services,No,No,55412.0,2,3.26,2.79
29/04/2018,F,17.0,Urban,GT3,Together,4,0,At_home,Business,No,No,121627.0,2,3.53,2.92
29/04/2018,M,17.0,Rural,GT3,Apart,2,2,Health,Health,No,No,43050.0,5,4.79,4.24
29/04/2018,F,17.0,Urban,GT3,Together,4,1,At_home,Business,No,No,109583.0,1,3.11,2.65
29/04/2018,M,17.0,Urban,GT3,Together,0,4,Health,Business,No,No,83041.0,5,4.5,3.84
29/04/2018,M,17.0,Rural,GT3,Apart,1,4,Other,Health,No,No,36185.0,5,2.6,2.05
29/04/2018,M,19.0,Urban,GT3,Together,0,2,Teacher,Business,No,No,,1,4.84,4.42
29/04/2018,F,19.0,Rural,GT3,Together,1,0,Teacher,Services,No,No,55832.0,3,4.91,4.35
29/04/2018,F,18.0,Urban,GT3,Apart,3,4,Teacher,Health,No,No,97423.0,3,3.13,2.68
29/04/2018,M,19.0,Rural,LE3,Together,0,4,Other,Teacher,No,No,66644.0,4,3.85,3.04
29/04/2018,M,19.0,Rural,GT3,Together,2,4,Other,Business,No,No,71786.0,3,4.22,3.74
29/04/2018,F,17.0,Urban,GT3,Together,2,4,Services,Farmer,No,No,104665.0,2,3.41,3.1
29/04/2018,M,17.0,Urban,GT3,Together,2,2,Health,Health,No,No,84989.0,5,5.0,4.42
29/04/2018,F,19.0,Rural,LE3,Together,2,1,Health,Teacher,No,No,53208.0,4,3.81,3.16
29/04/2018,M,18.0,Rural,GT3,Together,3,2,Services,Farmer,No,No,63054.0,5,3.46,2.79
29/04/2018,M,17.0,Rural,GT3,Apart,0,2,Teacher,Teacher,No,No,55477.0,1,3.85,3.27
29/04/2018,M,19.0,Rural,GT3,Together,1,2,Health,Business,No,No,60374.0,3,3.32,2.77
29/04/2018,M,19.0,Rural,LE3,Together,2,2,Health,Farmer,No,No,76220.0,1,3.81,3.24
29/04/2018,F,18.0,Rural,GT3,Together,2,1,Teacher,Business,No,No,38571.0,4,3.51,2.91
29/04/2018,M,18.0,Rural,GT3,Together,2,2,At_home,Farmer,No,No,54576.0,2,3.29,2.85
29/04/2018,M,17.0,Rural,GT3,Together,3,2,At_home,Health,Yes,No,49680.0,3,4.32,3.53
29/04/2018,F,18.0,Rural,GT3,Together,2,1,Services,Services,No,No,,1,2.7,2.46
29/04/2018,M,19.0,Rural,LE3,Together,2,2,Other,Services,No,No,49318.0,3,4.95,4.43
29/04/2018,M,19.0,Urban,LE3,Together,0,4,Health,Teacher,No,No,85659.0,5,3.95,3.3
29/04/2018,F,18.0,Rural,GT3,Together,2,4,Health,Farmer,No,No,40029.0,2,5.0,4.48
29/04/2018,F,18.0,Rural,LE3,Together,3,2,Services,Business,No,No,42774.0,3,4.43,3.89
29/04/2018,M,18.0,Urban,GT3,Together,0,2,Services,Health,No,No,81972.0,2,2.93,2.52
29/04/2018,F,18.0,Urban,GT3,Together,1,0,Health,Health,No,No,84048.0,5,3.85,3.27
29/04/2018,F,17.0,Urban,GT3,Together,3,3,Teacher,Health,Yes,No,113372.0,5,2.63,2.22
29/04/2018,M,18.0,Rural,GT3,Together,1,2,Teacher,Services,No,No,73188.0,1,3.21,2.9
29/04/2018,M,17.0,Rural,LE3,Together,1,2,Other,Business,No,No,71133.0,4,3.71,2.97
29/04/2018,F,19.0,Urban,GT3,Apart,2,4,Health,Health,Yes,No,89689.0,1,3.34,2.76
29/04/2018,F,18.0,Rural,GT3,Together,1,2,Health,Health,No,No,46737.0,2,3.49,2.88
29/04/2018,M,17.0,Rural,GT3,Together,3,0,Health,Teacher,Yes,Yes,56014.0,1,3.37,2.84
